Titre,Lien_du_titre,image,note,venueindex,catégorie,prix,adresse,étiquette,avatar,tiptext,auteur,utilisateur_lien,utilisateur
The Store x Soho House Berlin,https://fr.foursquare.com/v/the-store-x-soho-house-berlin/546dd05e498e2b3e9934c4b7,https://fastly.4sqi.net/img/general/300x300/3274837_4-UYa9d_v7X__jh7yOr3H7DHYepIiEwxJfHycZOIqm8.jpg,9.1,115,Boutique,,"Torstr. 1, Berlin",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/561547272_Mg-MLKcq_LhVenhXxoEUu2cAfTMezPy0QR_6cdJu3n9dVRr5ddbxu5bbskqT_YE7-jUuPw0ov.jpg,"Katie • Janvier 3, 2020
So good. Small salad is actually quite large !","Katie • Janvier 3, 2020",https://fr.foursquare.com/katier5731429,Katie
Lafayette Gourmet,https://fr.foursquare.com/v/lafayette-gourmet/5622323a498efb9560ccd9b2,https://fastly.4sqi.net/img/general/300x300/63563482_M2N2OjmYdH3ihchr_PYZF_qlTMqGcUhphTre_eLYbQQ.jpg,9.1,116,Gastronomique,,"Friedrichstr. 76, Berlin",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/80427190-STHXJMVYYKUFV3ER.jpg,"Yulianti Y. • Juin 16, 2017
I love their ""Apfeltasche"" for breakfast, and ""Fischsuppe/Fishsoup"" for lunch. Super fresh and delicious!","Yulianti Y. • Juin 16, 2017",https://fr.foursquare.com/yulianty4801077,Yulianti Y.
Trabi-Safari / Trabi-World,https://fr.foursquare.com/v/trabisafari--trabiworld/4bea8f256295c9b62e828608,https://fastly.4sqi.net/img/general/300x300/2306630_LZ1SkL4Xl1gpOPOYPp2pwB5WVt1unHSYtMluzYaFM9s.jpg,9.1,117,Voiture de location,,"Zimmerstr. 97, Berlin",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/297737_aMiUUzzz_aZp4aZRut4anhoT5haDu68LBrcIPLhIDn-wunMbSfRZMO8tz3soGXuyoCnuWSs6p,"Philippe R. • Mars 19, 2014
Fun, especially on a sunny day in a cabrio! Wild East was a great overview of East Berlin in one hour, good to start your weekend with this","Philippe R. • Mars 19, 2014",https://fr.foursquare.com/ruttens,Philippe R.
Kaffeebar Jacobi,https://fr.foursquare.com/v/kaffeebar-jacobi/59b3e9342a7ab606987025c1,https://fastly.4sqi.net/img/general/300x300/485629114_5c3-h51HYPLo1KeOiuMzyvAiqiHH8HbN1xZGRay1a9w.jpg,9.1,118,Coffee Shop,€€€€,"Karl-Marx-Str. 4, Berlin",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/92099379_AmFWQe1A_qyAkvKC_jpJwII0U7aBtMYlCxDRprFl8ewfF4TiAs8CxN0mWWNRkbDxEa3z2TN56.jpg,"Jacob L. • Juin 10, 2018
Sit in the cemetery, drink really good coffee, eat really good croissants. Fantastic.","Jacob L. • Juin 10, 2018",https://fr.foursquare.com/jacoblindblad,Jacob L.
Early Bird,https://fr.foursquare.com/v/early-bird/55aeafcf498edfb11b9fd8fc,https://fastly.4sqi.net/img/general/300x300/1500411_X0Z7hHCW8_9SWVscqYkdTSgmvvVYyxeA3tOieitvDmw.jpg,9.1,119,Glace,€€€€,"Winsstr. 68, Berlin",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/64604154_NhoLU6wb_TPJBenAvDiXtPnIpl2vz8AU6w9a1z57KqSAytvtYNiIoV5nC40hu0fpP6V2aE8a3.jpg,"Sissi C. • Avril 18, 2016
One of my fav ice cream places, hidden in Prenzlauer Berg!","Sissi C. • Avril 18, 2016",https://fr.foursquare.com/sissic8143145,Sissi C.
Dorint Kurfürstendamm Berlin,https://fr.foursquare.com/v/dorint-kurf%C3%BCrstendamm-berlin/4adcda72f964a520484521e3,https://fastly.4sqi.net/img/general/300x300/33324305_DW7o11XPb0UtTrDlRBjamuQFbFdCgq9qwzC_b_r3Mw4.jpg,9.1,120,Hôtel,,"Augsburger Str. 41, Berlin",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/L14R0OMLBWNHROWK.jpg,"Alex S. • Juin 26, 2016
Huge and comfortable rooms! I'm the center, but at the same time quiet atmosphere.","Alex S. • Juin 26, 2016",https://fr.foursquare.com/alexs5523596,Alex S.
Bonanza Roastery,https://fr.foursquare.com/v/bonanza-roastery/55eb124d498efde4131db55e,https://fastly.4sqi.net/img/general/300x300/7187413__dRH7IU1HqJyeKNoTTnKzGN0wFVJPagGTB9icR0y7Hg.jpg,9.1,121,Coffee Shop,€€€€,"Adalbertstr. 70, Berlin",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/99653779-Y4BH3AJHMXCJOPV1.jpg,"Daniel S. • Septembre 13, 2017
Try the different drip coffees. One of the best drip coffees in Berlin.","Daniel S. • Septembre 13, 2017",https://fr.foursquare.com/daniels2072762,Daniel S.
Nathanja & Heinrich,https://fr.foursquare.com/v/nathanja--heinrich/4cc4a6f4be40a35dd3ec7f4c,https://fastly.4sqi.net/img/general/300x300/2282433_XJi_kamigxql7JNF1dzGn3QfgYk8bwZKmmtQz2av6hM.jpg,9.1,122,Bar,€€€€,"Weichselstr. 44 (Ossastr.), Berlin",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/blank_boy.png,"J S. • Mars 15, 2016
The gin basil smash...very friendly staff as well","J S. • Mars 15, 2016",https://fr.foursquare.com/js7917288,J S.
Berliner Ensemble,https://fr.foursquare.com/v/berliner-ensemble/4adcda8bf964a520c64921e3,https://fastly.4sqi.net/img/general/300x300/767623_l2apqL8PwN99dVYRkFVWW-DSL8_WvQC0IfYVsaSD74g.jpg,9.1,123,Théâtre,,"Bertolt-Brecht-Platz 1, Berlin",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/48877769_rL6IYR49_fY0f9n-99lJYaYL71blkile0zS2yLrhOzUJAvBJRfWnRUkBZ9FCoT5fe1uFf4z1C.jpg,"Sirfactant • Mars 11, 2013
Kabale und Liebe... sehr schöne und klassische Aufführung! Berliner Ensemble immer wieder bezaubernd und eine unglaubliche Atmosphäre!","Sirfactant • Mars 11, 2013",https://fr.foursquare.com/sirfacta9876568,Sirfactant
Maxim Gorki Theater,https://fr.foursquare.com/v/maxim-gorki-theater/4adcda89f964a520954921e3,https://fastly.4sqi.net/img/general/300x300/31021445_qvymkpkuPP69sbV_Oi7M6F9FCwWr7Kaho5yVuj74MxE.jpg,9.1,124,Théâtre,,"Am Festungsgraben 1, Berlin",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/5ZJSTKCGCCYHEALS.jpg,"Laima R. • Mai 12, 2014
Wonderful theater with great workers, artists and amazing performances. *By the way: all performances have English subtitles - especially for foreigners in Berlin!","Laima R. • Mai 12, 2014",https://fr.foursquare.com/rlaima,Laima R.
Zoo Palast,https://fr.foursquare.com/v/zoo-palast/528e06ab11d2a05174deff6a,https://fastly.4sqi.net/img/general/300x300/82968775_dtc_LZ1Xtv09LVcriiq3Uc8vw0ZZykQpWtuy6q7vGhY.jpg,9.0,125,Cinéma,€€€€,"Hardenbergstr. 29A, Berlin",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/411009258_A-CAcleC_WVmLccM3SgfNh6g-uFQLdNTomoe71jtCsX-5OHOSoRTwduzohNMfDLnBkqlGjKCF.jpg,"Paige C. • Février 3, 2018
Very comfortable, a little overpriced but the atmosphere is great. The Popcorn is very sweet and fresh 😍","Paige C. • Février 3, 2018",https://fr.foursquare.com/paigec8666854,Paige C.
Rapha Clubhouse Berlin,https://fr.foursquare.com/v/rapha-clubhouse-berlin/59e1c96831ac6c348006621b,https://fastly.4sqi.net/img/general/300x300/28323809_AyCWbcy9lEg766clqexBjh_jb1Kk3l9BX6fDR7Gz2rY.jpg,9.0,126,Café,€€€€,"Alte Schönhauser Str. 5, Berlin",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/blank_boy.png,"Constantin W. • Juin 18, 2020
Great service, great products and great espresso! A real cycling cafe!","Constantin W. • Juin 18, 2020",https://fr.foursquare.com/constanw5730303,Constantin W.
Salumeria Lamuri,https://fr.foursquare.com/v/salumeria-lamuri/51e81096498e6b71591d4db4,https://fastly.4sqi.net/img/general/300x300/12522421_HvDe2mfSjQ5y5Xo5ndlSsuNbeJeaksbySV737omeXLc.jpg,9.0,127,Italien,€€€€,"Köpenicker Str. 183, Berlin",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/blank_girl.png,"Alix D. • Septembre 18, 2018
Excellent italien un peu éloigné du centre de Berlin (proche de l'East Side Gallery)Prix très corrects","Alix D. • Septembre 18, 2018",https://fr.foursquare.com/alixd8841516,Alix D.
Colonne de la victoire,https://fr.foursquare.com/v/siegess%C3%A4ule/4a1d02fbf964a520667b1fe3,https://fastly.4sqi.net/img/general/300x300/88280088_upQ89-quzLWGaIqmLRmxMktSrnjQZkofaf5JrspyLHA.jpg,9.0,128,Monument,,"Großer Stern (Straße des 17. Juni), Berlin",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/10101562_FuUjfv3s_0dyqjCMfq4daAJCf4-1cVgP76i3xUnT1BbvDBsGyZrOgEnKIg7E68-ttFCTMjZ1_.jpg,"Charles L. • Juin 8, 2019
Superbe monument, il est possible de monter en haut moyennant un frais.","Charles L. • Juin 8, 2019",https://fr.foursquare.com/charles_camden,Charles L.
Mr. Susan,https://fr.foursquare.com/v/mr-susan/5a7454ce6f706a38005806cf,https://fastly.4sqi.net/img/general/300x300/146302857_3c1afbhkpiyJEYHpbk_qgWT8wbwXQb0uVpRcy0VcpoA.jpg,9.0,129,Cocktail,€€€€,"Krausnickstr. 1 (Oranienburger Str.), Berlin",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/600704_lsmSdyyW__lQROVOEKqrA0D3G7kxKo1OuVa6oHTe3s0YatzaV0vNQOnzcQowG2Y4qh_tfwvSp.jpg,"James E. • Septembre 13, 2019
Friendly little underground bar with inventive cocktails. Try the horseradish!","James E. • Septembre 13, 2019",https://fr.foursquare.com/james1am,James E.
The Circus Hotel,https://fr.foursquare.com/v/the-circus-hotel/4be091ab4c55b651ad76eab7,https://fastly.4sqi.net/img/general/300x300/2306630_RUDiG9V_pEmQI66BbKkpxSQycqY8N4rGhFgN5Cdi9Q0.jpg,9.0,130,Hôtel,,"Rosenthaler Str. 1, Berlin",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/XZBBHS31SFZYJVNA.jpg,"Heidi T. • Avril 5, 2016
staff are all happy and helpful. Room service was flawless. Provided baby travel cot for our son. Room was spacious and every comfy. Would def recommend. Lovely roof terrace too with honesty bar","Heidi T. • Avril 5, 2016",https://fr.foursquare.com/loverulesblog,Heidi T.
Wasserfall Viktoriapark,https://fr.foursquare.com/v/wasserfall-viktoriapark/4c275413f1272d7f67f887c5,https://fastly.4sqi.net/img/general/300x300/5233233_2DsAT9azL2s07d0PxvANYhYRfSl_A50YcCsZMReoJkc.jpg,9.0,131,Cascade,,"Kreuzbergstr. (Großbeerenstr.), Berlin",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/969951_kDVFSWvZ_l2OVs2auiHYXrqyXl271BhOHFs_ltwAEVwjijTAxhCV6PnXkF5HcqfQMgbuDGa5m.jpg,"Ilias C. • Mars 27, 2016
A small, artificial waterfall in the city! Worth a visit as a sight :)","Ilias C. • Mars 27, 2016",https://fr.foursquare.com/eliashan,Ilias C.
Cento Passi,https://fr.foursquare.com/v/cento-passi/5351736f498e05a3cae0b7ba,https://fastly.4sqi.net/img/general/300x300/178438_F1xXGJseik2ncg-_ss7LIDk69yntxq8dECa_hEXYAqg.jpg,9.0,132,Bar à vins,€€€€,"Krossener Str. 36 (Boxhagener Str.), Berlin",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/blank_boy.png,"Nour • Mars 25, 2019
I recommend the pasta and planning to come again to try the rest of goodness","Nour • Mars 25, 2019",https://fr.foursquare.com/nour2524234,Nour
Kino International,https://fr.foursquare.com/v/kino-international/4adcda89f964a520974921e3,https://fastly.4sqi.net/img/general/300x300/66333766_dIiMIAyhYQmffPzvuMauWNCb0h4NLmoaHuj4s5YfzUc.jpg,9.0,133,Films indépendants,€€€€,"Karl-Marx-Allee 33, Berlin",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/145391864_4F77vq-h_UrJTLDS6u2KGwnumfBJ4YzvUQHA9D0ebCKDMWPR3fmo6iQv87balrrEuQ-38o263.jpg,"Mohammed G. • Septembre 8, 2020
Old GDR cinema with a 60s flair. Lovely building with a lovely interior.","Mohammed G. • Septembre 8, 2020",https://fr.foursquare.com/mohammeg6929570,Mohammed G.
Maison Umami,https://fr.foursquare.com/v/maison-umami/5af71bc18a6f17002c0cd816,https://fastly.4sqi.net/img/general/300x300/3536441_2X8aj6bqvO4nnxbh9dS7nJB3kvZ0ux9bOsDZ0lwQZKU.jpg,9.0,134,Vietnamienne,€€€€,"Schlesische Str. 5, Berlin",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/421874-OYDFQ1EQOFJGNPBF.jpg,"Emilio M. • Août 9, 2018
Delicious and inexpensive Vietnamese food. Try the Family set menu!","Emilio M. • Août 9, 2018",https://fr.foursquare.com/lordofanywhere,Emilio M.
LUSH,https://fr.foursquare.com/v/lush/4c28ad7997d00f47212d40ea,https://fastly.4sqi.net/img/general/300x300/39869283_wfR5mc0xjWYlOX8rdmMpJlhH4NDm8dFLX_dHcjWpQ8Y.jpg,9.0,135,Cosmétiques,,"Rathausstr. 5, Berlin",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/CX0F4CJCGKU3DOL1.jpg,"Cosima K. • Juillet 20, 2013
My favorite Lush store. Friendly staff and great atmosphere.","Cosima K. • Juillet 20, 2013",https://fr.foursquare.com/cosimak4577247,Cosima K.
Chipperfield Kantine,https://fr.foursquare.com/v/chipperfield-kantine/52e8faff498ed1ed0107b3bf,https://fastly.4sqi.net/img/general/300x300/66333766_nP16GyTvGZ6tnFO71RkvqYqe8dVK3Jq1z9_VKhktyZI.jpg,9.0,136,Bistro,€€€€,"Joachimstr. 11, Berlin",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/126699810_gelFBY-2_q-IKCDh9jEq9ASaQ-cGItJbmjTjkS6iCsxBjc1fBTOYAZRPTk4jfGnYO-6fFITRi.jpg,"Alex P. • Juin 19, 2019
The salad was rad, but the interior is amazing. Staff super friendly.","Alex P. • Juin 19, 2019",https://fr.foursquare.com/alexpriceco,Alex P.
Radialsystem,https://fr.foursquare.com/v/radialsystem/4adcda8df964a520564a21e3,https://fastly.4sqi.net/img/general/300x300/4668019_Ww1l0buxxXyyqJBXJa5VWO-COFlXqj36ah-W1n3XEUs.jpg,9.0,137,Arts du spectacle,,"Holzmarktstr. 33, Berlin",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/XNGIELPDXPTXDICD.jpg,"Wolfgang S. • Février 5, 2011
Try to get there on a summer evening and enjoy sitting next to the River Spree. Chilling at its best.","Wolfgang S. • Février 5, 2011",https://fr.foursquare.com/wolfgangsenges,Wolfgang S.
Protokoll,https://fr.foursquare.com/v/protokoll/5963d96242d8c238027ead6e,https://fastly.4sqi.net/img/general/300x300/586807_ukJHMBm1EVtYisHA8zNRngRoQ5O0AREBMy52f2zYYo0.jpg,9.0,138,Bar à bières,,"Boxhagener Str. 110 (Simon-Dach-Str.), Berlin",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/21936186-LEHSXMB5THLAXWXX.jpg,"Oleg T. • Août 3, 2017
Amazing craft beer. Draft and bottles. Good vibe. Lovely place. Enjoyed my visit.","Oleg T. • Août 3, 2017",https://fr.foursquare.com/olegt1818501,Oleg T.
Berlinische Galerie,https://fr.foursquare.com/v/berlinische-galerie/4adcda81f964a520784821e3,https://fastly.4sqi.net/img/general/300x300/45433683_p6Wg-TyvnA8V8cUCkqTzexlZy-2RFIkXE0dnWfWqjfQ.jpg,9.0,139,Musée d'art,,"Alte Jakobstr. 124-128, Berlin",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/127709144-14MCW1BXR5OFRHIU.jpg,"@WineAlchemy1 • Février 6, 2018
Some very good music fern art here. Ps the sttached Dix Café is excellent","@WineAlchemy1 • Février 6, 2018",https://fr.foursquare.com/winealchemy1,@WineAlchemy1
Straßenbräu,https://fr.foursquare.com/v/stra%C3%9Fenbr%C3%A4u/5658b402498e3b24303ea617,https://fastly.4sqi.net/img/general/300x300/1389839757_x7dS_gARxVtpP4VDk7z3xBRFFNlWBDDY8B4Fj0j7z8I.jpg,9.0,140,Brasseur,€€€€,"Neue Bahnhofstr. 30, Berlin",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/2E15XY30JUCFMTD1.jpg,"Karin G. • Avril 6, 2019
The new zealand ipa is great, lively place.","Karin G. • Avril 6, 2019",https://fr.foursquare.com/karing8562808,Karin G.
Wochenmarkt Karl-August-Platz,https://fr.foursquare.com/v/wochenmarkt-karlaugustplatz/4adcda8ef964a520b24a21e3,https://fastly.4sqi.net/img/general/300x300/132064171_vANUto6RxXhWn3JoFdojxKHl_6SgDvUhwxvvivBkaF0.jpg,9.0,141,Marché fermier,,"Karl-August-Platz (Weimarer Str.), Berlin",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/121426206-KZITZVFF1W25XDG5.jpg,"ᴡ H. • Juin 21, 2015
The handmade pasta is great, we also loved the flammkuchen we had there, and the gözleme was also very good!","ᴡ H. • Juin 21, 2015",https://fr.foursquare.com/hagedoor8243972,ᴡ H.
Motel One Upper West,https://fr.foursquare.com/v/motel-one-upper-west/59022489c53093697f32d72f,https://fastly.4sqi.net/img/general/300x300/20622268_3Yx5_ZTbNSsV0ea3tS7cYzLtZskedNXgVso8R1VmWzU.jpg,9.0,142,Hôtel,,"Kantstr. 163-165, Berlin",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/206860063-22YC5SZTDDR1RVGX.jpg,"Magritta H. • Avril 5, 2018
Magnifique vue, excellent cocktail, staff sympa et rapide. Je recommande","Magritta H. • Avril 5, 2018",https://fr.foursquare.com/magritth7669770,Magritta H.
Bao Vietnamese Cooking,https://fr.foursquare.com/v/bao-vietnamese-cooking/4dcfe032b0fb25f6e36710f6,https://fastly.4sqi.net/img/general/300x300/82968775_eXG8fAfQEu7FXVKlHBAg6jYg4ItNVdPOGTP0ZUrxxyk.jpg,9.0,143,Vietnamienne,€€€€,"Hindenburgdamm 57a, Berlin",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/432251337_llg30Vd5_ULqQWXvL5TmWecOkoe4etrD1IWpc9mxRe6gp79ZMq-jtwno4Rya9z9EmViJqErDP.jpg,"Anna I. • Avril 5, 2018
Very friendly staff, prepared a dish gluten and soy-free on request and it was so delicious","Anna I. • Avril 5, 2018",https://fr.foursquare.com/annai5571613,Anna I.
Chapter One,https://fr.foursquare.com/v/chapter-one/4eea5e33a17ce863c4d4c3d3,https://fastly.4sqi.net/img/general/300x300/5545_xivRalglvOrZfhOflJhPMgVbC_VfaiPzNxNueFQN-9w.jpg,9.0,144,Coffee Shop,€€€€,"Mittenwalder Str. 30, Berlin",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/24936301_pvMbs0fw_TQ65ZVAkZGkC3UpKmHLjx7VkL0X0XCPjY-4beT8lKPj30F3fKzkvw_U1kAupEmY5,"Penelope S. • Juillet 17, 2014
Excellent café pour un réveil tout en douceur ☕️👏","Penelope S. • Juillet 17, 2014",https://fr.foursquare.com/penelops2098259,Penelope S.
The Ritz-Carlton Berlin,https://fr.foursquare.com/v/the-ritzcarlton-berlin/4adcda72f964a520414521e3,https://fastly.4sqi.net/img/general/300x300/51676948_hQfKqG_Q7rJ3Q4uZjd-6wQUBdc9E_865sheoZhSU6Qw.jpg,9.0,145,Hôtel,,"Potsdamer Platz 3, Berlin",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/89629008-0M2MBOBAKW5IVLED.jpg,"🕊 Fondation I. • Février 28, 2015
Traditionnel et parfait.","🕊 Fondation I. • Février 28, 2015",https://fr.foursquare.com/intelligencetv,🕊 Fondation I.
Mikkeller Berlin,https://fr.foursquare.com/v/mikkeller-berlin/57ec9ab7498e1648f157c4ef,https://fastly.4sqi.net/img/general/300x300/87082575_ZBsi-Ll4jLMfjO_HBVYFmTEVxDGz3eLAhviV861s00Y.jpg,9.0,146,Bar à bières,,"Torstr. 102, Berlin",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/10101562_FuUjfv3s_0dyqjCMfq4daAJCf4-1cVgP76i3xUnT1BbvDBsGyZrOgEnKIg7E68-ttFCTMjZ1_.jpg,"Charles L. • Juin 8, 2019
Génial bar à bière avec une sélection de bières délicieuses de Mikkeler. Je recommandé chaudement!","Charles L. • Juin 8, 2019",https://fr.foursquare.com/charles_camden,Charles L.
Alsancak Simit Sarayı,https://fr.foursquare.com/v/alsancak-simit-saray%C4%B1/5cc2d907286fda003976e32b,https://fastly.4sqi.net/img/general/300x300/180175785_E53gkRrhy9YrMxwrCCRiBaUCOhsqplLbNBYJQIEqVoo.jpg,9.0,147,Turc,€€€€,Berlin,Enregistrer ,https://fastly.4sqi.net/img/user/64x64/145391864_4F77vq-h_UrJTLDS6u2KGwnumfBJ4YzvUQHA9D0ebCKDMWPR3fmo6iQv87balrrEuQ-38o263.jpg,"Mohammed G. • Décembre 1, 2019
Best Turkish breakfast spot in Berlin","Mohammed G. • Décembre 1, 2019",https://fr.foursquare.com/mohammeg6929570,Mohammed G.
Canal,https://fr.foursquare.com/v/canal/5feb390587dcc73566c0610c,https://fastly.4sqi.net/img/general/300x300/14650296_SR6XHJRhQBc0uIDEJAVGRORO4o27Cp93vtjrwvPkLt0.jpg,9.0,148,Desserts,€€€€,"Linien str 45, Berlin",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/5545_1253054122059.jpg,"Megan Allison • Août 22, 2021
Delicate, gorgeous eclairs and rich ice creams on a backdrop of a vaguely vintage teak-ish interior. The whole thing is like a delicious art project and I'm here for it","Megan Allison • Août 22, 2021",https://fr.foursquare.com/meganall4769883,Megan Allison
Banh Mi Stable,https://fr.foursquare.com/v/banh-mi-stable/57aa1d97498ef24dbac46652,https://fastly.4sqi.net/img/general/300x300/32598233_d8SyYvYSqA3FevHhAdluWjECIFg8FfUtrVH4DRSfgzk.jpg,9.0,149,Sandwicherie,€€€€,"Alte Schönhauser Str. 50 (Schendelgasse), Berlin",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/89582-CE3HOVVYAPP5B4OJ.jpg,"Juliane • Juin 6, 2017
Quite straight forward: two options, one pork one tofu, both delicious. One of the best places for a quick and cheap bite in Mitte.","Juliane • Juin 6, 2017",https://fr.foursquare.com/_juliane_,Juliane
A Telha,https://fr.foursquare.com/v/a-telha/4bddb02b587b2d7f40ab5409,https://fastly.4sqi.net/img/general/300x300/142145294_sg2E_Xox6nOXwnkSWRWF2emnLNs-GjHi6jzZUS6MJvM.jpg,9.0,150,Fruits de mer,€€€€,"Holsteinische Str. 17, Berlin",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/QNSPVJP00GMX2HBW.jpg,"Vangelis K. • Avril 28, 2019
Very good portugese tavern, friendly service and a big, long menu. Chose the pork with seafood, it was amazing!","Vangelis K. • Avril 28, 2019",https://fr.foursquare.com/vangelik3355556,Vangelis K.
Rosengarten,https://fr.foursquare.com/v/rosengarten/4dc6a71fc65b89d3ca8c5d2e,https://fastly.4sqi.net/img/general/300x300/16904442_A2rfHvrIsCsI-NU_A_2oT4q7AZF6cKhjAjjad7uCSC8.jpg,9.0,151,Jardin,,"Straße des 17. Juni (Tiergarten), Berlin",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/47097667_QVhKnuz2_yj5dST6HwyklxdMu7mgCrB2gY5L0Fu31MHGItVDxzAv6ijieEtWcp0n17bXGc3CM.jpg,"V. S. • Juin 17, 2017
tolle oase mitten in der stadt","V. S. • Juin 17, 2017",https://fr.foursquare.com/v.s9635606,V. S.
WaWa,https://fr.foursquare.com/v/wawa/53ab1d4b498e49b7c80b1cfd,https://fastly.4sqi.net/img/general/300x300/28789537_32zy9ZovhG2J8l1c8EY3eJaOCmeWkeoN8T9uprrSNFg.jpg,9.0,152,Coréenne,€€€€,"Grunewaldstr. 10, Berlin",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/8164847_r9hDMjgN_d6vtl7LlX6TcMEZwo3KsNKG5rpzqOVwSjummTtY3nmFWROluMWEKlaqcMO2uE9oo.jpg,"Johnny K. • Janvier 3, 2018
Really good food. Get the vegetarian dumplings for entree. Also both pancakes were very nice.","Johnny K. • Janvier 3, 2018",https://fr.foursquare.com/gjk106,Johnny K.
East Side Gallery,https://fr.foursquare.com/v/east-side-gallery/4bdc2b632a3a0f47fcb2b1b6,https://fastly.4sqi.net/img/general/300x300/25690311_kg8YNSSfUxqsy92lKae2O3sDxT6pW3DXGufqdWfZhKM.jpg,9.0,153,Monument,,"Mühlenstr., Berlin",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/81760655-CZHSXMEZLBPVKKP1.jpg,"hussein s. • Octobre 16, 2019
Les peintures sont les unes plus extraordinaires que les autres.","hussein s. • Octobre 16, 2019",https://fr.foursquare.com/hussein_ayiti,hussein s.
Heimweh,https://fr.foursquare.com/v/heimweh/575409a4498ed2ddec1ec5a4,https://fastly.4sqi.net/img/general/300x300/12522421_2gtnkj9z-g7FnnAztIcnIVMVL875-G3NEUlvFCtIQtQ.jpg,9.0,154,Kumpir,,"Skalitzer Str. 100, Berlin",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/ZWR34M13GEU3CZCF.jpg,"João Francisco V. • Décembre 25, 2016
Delicious Kimpir, people are nice, the place is cosy. Amazing find in the area!","João Francisco V. • Décembre 25, 2016",https://fr.foursquare.com/joaofrav8832768,João Francisco V.
BERLINRODEO interior concepts GmbH,https://fr.foursquare.com/v/berlinrodeo-interior-concepts-gmbh/4d481aa4febd8eec4f651282,https://fastly.4sqi.net/img/general/300x300/43084420_s5vX-AVdMsrjn5uFWE2s_buVihEwZJbwqCWlHM1dFQI.jpg,9.0,155,Magasin d'ameublement et de décoration intérieure,,"Kadiner Straße 20a, Berlin",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/F4OE1BOWKP4PGTSF.jpg,"Elliot v. • Février 1, 2011
BERLINRODEO = cool place for contemporary art, interior and design","Elliot v. • Février 1, 2011",https://fr.foursquare.com/berlinrodeo,Elliot v.
Hotel de Rome,https://fr.foursquare.com/v/hotel-de-rome/4af0444cf964a520f0da21e3,https://fastly.4sqi.net/img/general/300x300/31021445_xhrbulbhKHe1AVPnSqdU6te_KF2kf2zWEzTkpErsDVc.jpg,9.0,156,Hôtel,,"Behrenstr. 37, Berlin",Enregistrer ,https://fastly.4sqi.net/img/user/64x64/9481209_QaWeegaI_vash98rNHYLQVnvsVbAU5vEHIQ16lhQACHoWBy9F4KHzSSKlUX02v5s4MVYCRB3a.jpg,"Eleonora C. • Mai 29, 2015
You can have a massage and enjoy the SPA all day long. Try the breakfast buffet because is tasty and generous","Eleonora C. • Mai 29, 2015",https://fr.foursquare.com/eleonoracarisi,Eleonora C.
